source,ENGINE_RPM ()_mean,ENGINE_RPM ()_std,ENGINE_RPM ()_max,ENGINE_RPM ()_min,ENGINE_RPM ()_roc,VEHICLE_SPEED ()_mean,VEHICLE_SPEED ()_std,VEHICLE_SPEED ()_max,VEHICLE_SPEED ()_min,VEHICLE_SPEED ()_roc,THROTTLE ()_mean,THROTTLE ()_std,THROTTLE ()_max,THROTTLE ()_min,THROTTLE ()_roc,ENGINE_LOAD ()_mean,ENGINE_LOAD ()_std,ENGINE_LOAD ()_max,ENGINE_LOAD ()_min,ENGINE_LOAD ()_roc,COOLANT_TEMPERATURE ()_mean,COOLANT_TEMPERATURE ()_std,COOLANT_TEMPERATURE ()_max,COOLANT_TEMPERATURE ()_min,COOLANT_TEMPERATURE ()_roc,LONG_TERM_FUEL_TRIM_BANK_1 ()_mean,LONG_TERM_FUEL_TRIM_BANK_1 ()_std,LONG_TERM_FUEL_TRIM_BANK_1 ()_max,LONG_TERM_FUEL_TRIM_BANK_1 ()_min,LONG_TERM_FUEL_TRIM_BANK_1 ()_roc,SHORT_TERM_FUEL_TRIM_BANK_1 ()_mean,SHORT_TERM_FUEL_TRIM_BANK_1 ()_std,SHORT_TERM_FUEL_TRIM_BANK_1 ()_max,SHORT_TERM_FUEL_TRIM_BANK_1 ()_min,SHORT_TERM_FUEL_TRIM_BANK_1 ()_roc,INTAKE_MANIFOLD_PRESSURE ()_mean,INTAKE_MANIFOLD_PRESSURE ()_std,INTAKE_MANIFOLD_PRESSURE ()_max,INTAKE_MANIFOLD_PRESSURE ()_min,INTAKE_MANIFOLD_PRESSURE ()_roc,FUEL_TANK ()_mean,FUEL_TANK ()_std,FUEL_TANK ()_max,FUEL_TANK ()_min,FUEL_TANK ()_roc,ABSOLUTE_THROTTLE_B ()_mean,ABSOLUTE_THROTTLE_B ()_std,ABSOLUTE_THROTTLE_B ()_max,ABSOLUTE_THROTTLE_B ()_min,ABSOLUTE_THROTTLE_B ()_roc,PEDAL_D ()_mean,PEDAL_D ()_std,PEDAL_D ()_max,PEDAL_D ()_min,PEDAL_D ()_roc,PEDAL_E ()_mean,PEDAL_E ()_std,PEDAL_E ()_max,PEDAL_E ()_min,PEDAL_E ()_roc,COMMANDED_THROTTLE_ACTUATOR ()_mean,COMMANDED_THROTTLE_ACTUATOR ()_std,COMMANDED_THROTTLE_ACTUATOR ()_max,COMMANDED_THROTTLE_ACTUATOR ()_min,COMMANDED_THROTTLE_ACTUATOR ()_roc,FUEL_AIR_COMMANDED_EQUIV_RATIO ()_mean,FUEL_AIR_COMMANDED_EQUIV_RATIO ()_std,FUEL_AIR_COMMANDED_EQUIV_RATIO ()_max,FUEL_AIR_COMMANDED_EQUIV_RATIO ()_min,FUEL_AIR_COMMANDED_EQUIV_RATIO ()_roc,ABSOLUTE_BAROMETRIC_PRESSURE ()_mean,ABSOLUTE_BAROMETRIC_PRESSURE ()_std,ABSOLUTE_BAROMETRIC_PRESSURE ()_max,ABSOLUTE_BAROMETRIC_PRESSURE ()_min,ABSOLUTE_BAROMETRIC_PRESSURE ()_roc,INTAKE_AIR_TEMP ()_mean,INTAKE_AIR_TEMP ()_std,INTAKE_AIR_TEMP ()_max,INTAKE_AIR_TEMP ()_min,INTAKE_AIR_TEMP ()_roc,TIMING_ADVANCE ()_mean,TIMING_ADVANCE ()_std,TIMING_ADVANCE ()_max,TIMING_ADVANCE ()_min,TIMING_ADVANCE ()_roc,CATALYST_TEMPERATURE_BANK1_SENSOR1 ()_mean,CATALYST_TEMPERATURE_BANK1_SENSOR1 ()_std,CATALYST_TEMPERATURE_BANK1_SENSOR1 ()_max,CATALYST_TEMPERATURE_BANK1_SENSOR1 ()_min,CATALYST_TEMPERATURE_BANK1_SENSOR1 ()_roc,CATALYST_TEMPERATURE_BANK1_SENSOR2 ()_mean,CATALYST_TEMPERATURE_BANK1_SENSOR2 ()_std,CATALYST_TEMPERATURE_BANK1_SENSOR2 ()_max,CATALYST_TEMPERATURE_BANK1_SENSOR2 ()_min,CATALYST_TEMPERATURE_BANK1_SENSOR2 ()_roc,CONTROL_MODULE_VOLTAGE ()_mean,CONTROL_MODULE_VOLTAGE ()_std,CONTROL_MODULE_VOLTAGE ()_max,CONTROL_MODULE_VOLTAGE ()_min,CONTROL_MODULE_VOLTAGE ()_roc,COMMANDED_EVAPORATIVE_PURGE ()_mean,COMMANDED_EVAPORATIVE_PURGE ()_std,COMMANDED_EVAPORATIVE_PURGE ()_max,COMMANDED_EVAPORATIVE_PURGE ()_min,COMMANDED_EVAPORATIVE_PURGE ()_roc,TIME_RUN_WITH_MIL_ON ()_mean,TIME_RUN_WITH_MIL_ON ()_std,TIME_RUN_WITH_MIL_ON ()_max,TIME_RUN_WITH_MIL_ON ()_min,TIME_RUN_WITH_MIL_ON ()_roc,TIME_SINCE_TROUBLE_CODES_CLEARED ()_mean,TIME_SINCE_TROUBLE_CODES_CLEARED ()_std,TIME_SINCE_TROUBLE_CODES_CLEARED ()_max,TIME_SINCE_TROUBLE_CODES_CLEARED ()_min,TIME_SINCE_TROUBLE_CODES_CLEARED ()_roc,DISTANCE_TRAVELED_WITH_MIL_ON ()_mean,DISTANCE_TRAVELED_WITH_MIL_ON ()_std,DISTANCE_TRAVELED_WITH_MIL_ON ()_max,DISTANCE_TRAVELED_WITH_MIL_ON ()_min,DISTANCE_TRAVELED_WITH_MIL_ON ()_roc
live16,7.512195121951219,12.436080474207923,35.0,0.0,-0.7659042881454134,16.59493131707317,1.4259608022401675,21.568628,16.078432,-0.0010795290034235,28.97178409756097,2.8484668765244296,38.039215,27.058823,-0.0796590450358145,88.02439024390245,1.274515689939688,89.0,86.0,0.0004488246404719,-3.0678353658536586,0.2059778553764646,-2.34375,-3.125,0.0010519327511079,1.8102134146341464,3.107563780299296,8.59375,-3.125,-0.1890440035157904,29.634146341463413,4.8412606703263545,46.0,27.0,-0.1321713762085572,55.00717309756097,4.78770748136327,70.980392,48.235294,-0.4487278613655523,47.795313414634144,0.7754159082212586,52.156864,47.450981,-0.0006394822658172,16.183644804878046,0.6736906610029275,20.392157,16.078432,0.001936106072223,31.85078919512195,0.5512013931210269,35.294117,31.764706,0.0015840866231552,16.250598414634144,0.2487766945599989,16.862745,16.078432,-0.0074158777401682,0.0,0.0,0.0,0.0,0.0,101.0,0.0,101.0,101.0,0.0,0.0956480243902439,0.612446183235739,3.921569,0.0,0.0017600967965138,-0.7804878048780488,2.454711746029982,2.0,-5.0,0.173029379312926,480.6682954634146,19.08951996261523,535.5,461.200012,-1.3265257910197568,371.5341454634147,17.083068806264972,401.100006,349.200012,-0.59773701711143,13.732804878048782,0.1414645219679116,13.964,13.496,0.0004129037084134,25.164992609756094,20.09280705429097,100.0,0.0,-0.026069963720019,0.0,0.0,0.0,0.0,0.0,7202.219512195122,6.190768107117045,7211.0,7191.0,-0.1149589512464489,0.0,0.0,0.0,0.0,0.0,255.0,0.0,255.0,255.0,0.0
live16,3.129032258064516,6.460962720112788,24.0,0.0,-0.5647048938031506,16.11216593548387,0.1491711734007503,16.470589,15.686275,-0.0090253783874624,27.84313763440861,1.4268868144126463,36.862743,25.882353,-0.0135152503458021,87.64516129032258,3.437786071227928,89.0,72.0,0.0267592827995126,-3.125,0.0,-3.125,-3.125,0.0,1.1340725806451613,1.9395456233287485,4.6875,-3.125,-0.0090035856792587,27.78494623655914,0.9983623804662554,31.0,25.0,0.0110505927116504,53.62850455913979,5.886516149662633,76.07843,42.35294,-0.3688820056944277,47.54374913978495,0.241172697284387,48.235294,47.450981,-0.0078863967936264,16.188067225806446,0.7435383517219498,21.17647,16.078432,0.0099953345341256,31.916508623655904,1.029514663283922,38.823528,31.764706,0.013839694271962,16.179633763440858,0.529627045272557,19.607843,15.686275,-0.0028744035911732,0.0,0.0,0.0,0.0,0.0,101.0,0.0,101.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2258064516129032,2.7628318500583875,7.0,-6.0,-0.0340114362538763,474.5053769892472,8.472609210558973,492.099976,457.299988,-0.2140077857878502,364.7053767311828,24.909256588196328,395.700012,267.200012,0.09191992393212,13.696118279569896,0.1277847927148683,13.984,13.437,-0.0033857128698792,23.50832768817204,6.992767873911566,30.588236,0.0,0.4228652687993714,0.0,0.0,0.0,0.0,0.0,7203.440860215053,5.249145614932922,7211.0,7190.0,-0.0433621035123185,0.0,0.0,0.0,0.0,0.0,255.0,0.0,255.0,255.0,0.0
live16,1.728813559322034,5.865828890113385,26.0,0.0,1.1548009781406086,16.085078728813556,0.1855386335457622,16.470589,15.686275,-0.0208103199226414,27.82984416949153,1.7046595293457931,36.862743,25.882353,-0.2232739834559146,87.57627118644068,4.247528246056994,89.0,72.0,0.2576638060083021,-3.125,0.0,-3.125,-3.125,0.0,1.3771186440677967,1.5647813561572874,3.90625,-0.78125,0.0704074888502488,27.83050847457627,1.1009798515629765,31.0,25.0,-0.1199492953730487,52.81488820338983,1.989566828368156,60.392159,49.411766,0.355382215624839,47.61050225423729,0.472604318810604,50.588234,47.450981,0.0248916194921474,16.251246847457622,0.9304981015033869,21.17647,16.078432,-0.0600414203494175,32.00398810169491,1.2883820147771246,38.823528,31.764706,-0.083134276141864,16.264540305084743,0.7185250698942903,19.607843,15.686275,-0.008153003294562,0.0,0.0,0.0,0.0,0.0,101.0,0.0,101.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9152542372881356,2.71831676868952,6.0,-6.0,-0.0411463708690059,475.4305078644067,12.765541991110076,515.5,457.299988,2.360276401161625,367.2186439661017,29.651818776266825,394.0,267.200012,3.1492663275778727,13.687610169491524,0.1340803949449414,13.984,13.183,-0.0126361633085698,24.36025215254237,7.736285118116085,35.294117,0.0,0.4383291771283537,0.0,0.0,0.0,0.0,0.0,7202.28813559322,4.331324745417158,7210.0,7190.0,0.5801278773171223,0.0,0.0,0.0,0.0,0.0,255.0,0.0,255.0,255.0,0.0
live16,9.257142857142858,10.413065483953764,28.0,0.0,0.8670506778378898,16.21288582857143,0.2506135944782781,16.470589,15.686275,0.0380892972595554,27.67506997142857,1.603662429810854,30.588236,25.09804,0.1456489126665448,85.85714285714286,5.151486690854439,89.0,72.0,-0.9084385485153385,-2.9910714285714284,0.4437947515604539,-1.5625,-3.125,-0.0469104555768879,0.4241071428571428,2.967920605063785,7.8125,-3.90625,0.259795436473299,28.457142857142856,2.4655611119253678,35.0,26.0,-0.1696243284653111,56.30252148571428,3.830884864988216,62.745098,48.235294,-0.1168232978801906,47.79831891428572,0.6073137885868147,50.588234,47.058823,0.0050501483291629,16.078432000000003,3.604580855635876e-15,16.078432,16.078432,0.0,31.764706,3.604580855635876e-15,31.764706,31.764706,0.0,16.29131717142857,0.4595282952861738,18.431372,15.686275,-0.0080163694652942,0.0,0.0,0.0,0.0,0.0,101.0,0.0,101.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5142857142857142,2.6051016528820408,3.0,-6.0,0.1584143053858556,475.83142788571433,17.124485309646047,515.5,448.5,-1.6788372439634247,354.0742876000001,36.11826628588692,396.600006,265.100006,-6.951487876418099,13.748942857142858,0.1564463717281125,14.023,13.183,0.0289005643800539,17.815126085714287,11.58114625988756,35.294117,0.0,-2.467969606058804,0.0,0.0,0.0,0.0,0.0,7201.857142857143,8.03354312405494,7211.0,7190.0,-0.9668160043444002,0.0,0.0,0.0,0.0,0.0,255.0,0.0,255.0,255.0,0.0
live16,11.081632653061224,9.160232745164189,28.0,0.0,0.0206736820905596,16.518608142857143,0.8495449692817177,19.215687,15.686275,-0.0142519959820762,29.97198879591837,7.5974590735206835,58.823528,25.09804,-0.0480436457479567,81.6938775510204,11.667626296782077,89.0,48.0,0.20163133779773,-2.662627551020408,1.2136474983778769,1.5625,-3.125,0.019085771109207,1.211734693877551,3.6192104522862336,9.375,-7.03125,0.1330182266753981,31.40816326530612,8.543804693428786,56.0,24.0,0.2272191732541111,56.75070051020408,3.2535632449701017,61.960785,48.235294,0.0286105804743046,48.4033607755102,1.816593924612192,54.901962,47.058823,0.0150378616887344,16.350540816326525,1.3327661860683413,22.745098,16.078432,-0.0051021259352513,32.03681489795918,1.3327665858982367,38.431374,31.764706,-0.0051021274658889,16.734694551020407,1.4305838413263028,21.960785,15.686275,0.0091735594179531,0.0,0.0,0.0,0.0,0.0,101.0,0.0,101.0,101.0,0.0,0.1920768163265306,0.6891742875712958,3.137255,0.0,-0.0036015007502151,1.6875,3.7538986825897336,11.0,-3.0,0.1529848017966292,466.4083353333333,38.49571073168872,505.799988,344.5,1.1625006628714405,325.379166,86.33045432332099,385.899994,71.400002,1.7818896990231925,13.813333333333334,0.1740630031856689,14.101,13.203,-0.0118510471614353,11.846405104166664,12.328570127156873,40.0,0.0,0.5172284080639067,0.0,0.0,0.0,0.0,0.0,7198.666666666667,9.317869661862682,7211.0,7187.0,0.2630594871258606,0.0,0.0,0.0,0.0,0.0,255.0,0.0,255.0,255.0,0.0
live16,7.59375,9.12585612422199,25.0,0.0,-0.4296475270039765,16.862745687500002,1.1136504999208228,19.215687,16.078432,0.0604175198976697,29.06862725,4.595748758611649,37.254902,22.352942,0.0131536475270037,75.03125,17.587540265217452,88.0,36.0,-1.0052586696987065,-2.783203125,0.6562710010080537,-1.5625,-3.125,0.0570725554292219,-0.244140625,1.779727304385082,0.78125,-5.46875,-0.2111906623081327,29.84375,6.540737725975565,45.0,23.0,-0.0174815235929511,57.41421578124999,5.5305819471821,70.980392,53.333332,0.6170506246446961,48.55392125,1.4102084873612852,52.156864,47.450981,0.0890658573052881,16.42156921875,1.3829010892562927,22.745098,16.078432,0.0818200990619684,32.10784325,1.3829012916468926,38.431374,31.764706,0.0818201239340546,16.862745687500002,1.0303524287446957,19.607843,16.078432,0.0604175449118826,0.0,0.0,0.0,0.0,0.0,101.0,0.0,101.0,101.0,0.0,0.15931371875,0.5162283894322566,1.960784,0.0,0.0483229029278006,1.09375,3.165941484593638,6.0,-5.0,-0.2875213189312167,434.4468774375,101.01192639361008,494.700012,168.5,-0.8255127228538938,286.334374875,116.79002012503344,398.299988,30.800003,-8.12045196759535,13.8739375,0.1785066977147699,14.199,13.515,0.0028064241046047,9.22794109375,9.345106741606257,22.745098,0.0,-0.4022450095224654,0.0,0.0,0.0,0.0,0.0,7195.78125,9.167735763658223,7211.0,7186.0,0.4631893121091126,0.0,0.0,0.0,0.0,0.0,255.0,0.0,255.0,255.0,0.0
live16,12.363636363636363,8.408442349711056,27.0,0.0,-0.0783476154507274,16.604278613636367,0.6815647129564139,18.431372,16.078432,-0.0118077008829718,28.101604272727275,2.930905176580844,36.07843,22.352942,-0.065167104003331,78.9090909090909,9.574234274605551,89.0,60.0,0.372567916026336,-3.018465909090909,0.3983932905146135,-1.5625,-3.125,-0.0463951762039944,0.3728693181818182,3.0768853950023214,5.46875,-5.46875,0.3862194931367611,28.181818181818183,2.6700119960772866,35.0,23.0,-0.0779308728153545,56.764705840909095,5.558898608189499,70.980392,51.764706,-0.6866855773708722,48.1907305,0.8338911757898407,52.156864,47.450981,-0.0415517164066347,16.229947136363634,1.0050377147554308,22.745098,16.078432,-0.0659842440028115,31.916221181818173,1.0050380162667747,38.431374,31.764706,-0.0659842637980869,16.56862813636364,0.6336051147734663,19.607843,16.078432,-0.0325631053577464,0.0,0.0,0.0,0.0,0.0,101.0,0.0,101.0,101.0,0.0,0.0891265454545454,0.4131510220163856,1.960784,0.0,-0.0388142588492685,0.1363636363636363,3.599682861295249,7.0,-5.0,0.3786106842393192,474.00227150000006,18.03678036149513,513.299988,454.399994,1.412601089781962,315.14091004545463,66.79591362591715,400.100006,179.0,4.938629467038118,13.815590909090911,0.2579365631567339,14.062,12.949,-0.0029961711770374,7.361853863636363,10.898615381483484,30.588236,0.0,-0.1994644517490305,0.0,0.0,0.0,0.0,0.0,7196.454545454545,8.428783866193397,7211.0,7188.0,-0.3113067486260849,0.0,0.0,0.0,0.0,0.0,255.0,0.0,255.0,255.0,0.0
live16,14.704545454545457,11.184664637100097,29.0,0.0,-0.1075038571367013,16.577540681818185,0.4957809407945732,18.039215,16.078432,0.0132771091268985,28.279857545454536,3.9263228013101497,39.215687,23.137255,0.1597797669294561,81.95454545454545,7.615634302872947,89.0,71.0,0.9749416046579636,-3.125,0.0,-3.125,-3.125,0.0,2.574573863636364,3.2955785979535333,7.8125,-3.125,0.3831103816746258,28.431818181818183,3.2306506456254813,37.0,25.0,0.0972518179401813,56.69340479545454,3.8510747285364655,63.92157,51.764706,0.3165803866907625,48.333332909090906,1.0668658148770378,51.764706,47.450981,0.0862710326256605,16.078432,0.0,16.078432,16.078432,0.0,31.764705999999997,7.187573755500028e-15,31.764706,31.764706,0.0,16.541890204545457,0.6566001882081699,18.82353,15.686275,0.0256597908132585,0.0,0.0,0.0,0.0,0.0,101.0,0.0,101.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2045454545454545,4.658473377318814,7.0,-12.0,-0.5644739518908563,482.6318179090911,23.18723168195031,530.200012,462.100006,0.6654274187402408,341.1454550909091,56.34798948047226,400.100006,259.299988,5.681716123838185,13.81788636363636,0.2818304963039565,14.023,12.949,-0.0091140450264096,6.461675545454545,9.111523833307643,23.921568,0.0,0.4928446424868577,0.0,0.0,0.0,0.0,0.0,7194.681818181818,6.750616603267653,7209.0,7189.0,0.4343276999585254,0.0,0.0,0.0,0.0,0.0,255.0,0.0,255.0,255.0,0.0
live16,11.333333333333334,10.758921226819734,28.0,0.0,0.0157400232467982,16.591252282051283,0.3615935087374361,17.254902,16.078432,0.0103128868655554,28.35595784615384,4.053661837913024,39.215687,23.137255,-0.080053346716392,81.84615384615384,8.490051334351225,89.0,69.0,-1.2569256102285924,-2.483974358974359,1.2783558413915794,0.0,-3.125,0.1315200019372331,2.003205128205128,3.323249338725794,6.25,-5.46875,-0.4334276473508286,28.23076923076923,3.390866512928816,37.0,25.0,-0.0043587756683483,57.07390635897435,4.355595561315374,68.235291,51.764706,-0.0576898117493289,48.56711856410257,1.978328976051383,58.823528,47.450981,-0.1136700094682301,16.47058884615385,2.4490187192889974,31.372549,16.078432,-0.0459238305889218,32.18702884615383,2.510037178905802,47.450981,31.764706,-0.043530770340956,16.832579641025646,1.548855184854939,25.490196,15.686275,-0.0210959453215826,0.0,0.0,0.0,0.0,0.0,101.0,0.0,101.0,101.0,0.0,0.1910507692307692,1.1931116714386285,7.45098,0.0,-0.0223731480046505,0.1025641025641025,4.961933365740202,7.0,-12.0,0.3024748159628046,478.7282072820512,21.93235001978068,521.400024,455.899994,-0.5280137441399125,337.8435903589744,63.890912122919445,419.799988,242.200012,-6.836244034046914,13.837641025641023,0.2173231267732436,14.062,13.203,0.0142552789616426,11.121166282051282,11.376991772786075,30.196079,0.0,-0.7084909708688656,0.0,0.0,0.0,0.0,0.0,7196.076923076923,7.634356607450072,7209.0,7189.0,-0.4925416505232344,0.0,0.0,0.0,0.0,0.0,255.0,0.0,255.0,255.0,0.0
live16,6.885714285714286,8.662873550460061,21.0,0.0,-1.3205364186168886,16.593837971428574,0.8653175715725446,18.82353,15.686275,-0.0061870444386008,28.997198914285708,5.622031731735149,43.92157,25.09804,-0.0777507607152219,83.45714285714286,7.739671892813245,88.0,69.0,0.9529318958716422,-2.7232142857142856,1.0268998840435903,0.0,-3.125,-0.0504330462792493,1.1830357142857142,2.260877287872858,3.90625,-5.46875,0.0146368820667867,29.285714285714285,6.28991456301944,46.0,25.0,-0.0578490665264245,56.49299634285715,4.519514583358834,68.235291,51.764706,-0.0436960881541027,47.96638625714285,0.9210232878891172,51.764706,47.058823,0.0244904556928732,16.078432000000003,3.604580855635876e-15,16.078432,16.078432,0.0,31.787115028571424,0.0923548199759666,32.156864,31.764706,-0.0070635874309747,16.44817977142857,0.6854854171048982,18.82353,15.686275,-0.004124684854063,0.0,0.0,0.0,0.0,0.0,101.0,0.0,101.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6285714285714286,4.640523007324995,7.0,-8.0,0.2689324217722902,471.1114292571429,19.57457784867293,521.400024,449.0,-2.1357210594268623,337.7914280571429,52.67845527790891,419.799988,243.0,2.540824375492695,13.72882857142857,0.210681036544972,14.062,13.203,-0.0210950565343137,18.296918571428574,12.0217752400253,41.568626,0.0,1.1480358731921636,0.0,0.0,0.0,0.0,0.0,7201.5142857142855,8.589910047366546,7209.0,7189.0,0.64869839600319,0.0,0.0,0.0,0.0,0.0,255.0,0.0,255.0,255.0,0.0
live16,4.888888888888889,7.943712236893032,25.0,0.0,0.2465062438159952,16.84822133333333,1.1117516560880227,19.215687,16.078432,0.0671901020739445,28.43863481481482,5.181325272158831,41.960785,25.882353,0.4924855591885488,77.77777777777777,18.398021075299905,88.0,37.0,-1.577826207859956,-2.459490740740741,1.2947174132602954,0.78125,-3.125,0.0219673355622664,0.8969907407407407,1.5580420736540956,3.125,-0.78125,-0.1720202026734281,28.74074074074074,5.674454176344206,42.0,25.0,0.5403762456914322,56.93536670370369,3.4566614892122183,62.35294,53.333332,-0.2035229412221335,48.4967311111111,1.3757773062542693,51.764706,47.450981,0.0704818802972223,16.078432000000003,3.620390496657451e-15,16.078432,16.078432,0.0,31.764706000000004,3.620390496657451e-15,31.764706,31.764706,0.0,16.819172703703703,1.0840158807491929,19.215687,16.078432,0.0662669660809808,0.0,0.0,0.0,0.0,0.0,101.0,0.0,101.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25925925925926,3.414816050824504,10.0,-6.0,0.1318605989665914,435.9629651851851,109.74551311946314,524.900024,177.5,-7.926937051729294,310.6481508888889,127.77682285120947,422.600006,31.599998,-7.835076171503201,13.80514814814815,0.260499624051656,14.218,13.203,0.0209421792243578,15.148874333333334,10.70167070982141,33.725491,0.0,-0.5665076675871358,0.0,0.0,0.0,0.0,0.0,7197.333333333333,8.54400374531753,7209.0,7186.0,-0.4157974041762964,0.0,0.0,0.0,0.0,0.0,255.0,0.0,255.0,255.0,0.0
live16,12.435897435897436,13.431688516722549,42.0,0.0,1.4554246909149129,17.204625871794875,1.4343434803630213,20.784313,16.078432,0.273643354817386,29.190548051282057,6.144680792389951,43.92157,25.09804,0.0097040953370278,80.02564102564102,15.86370763639476,88.0,37.0,0.5352626160545253,-2.4439102564102564,1.256913028079189,0.78125,-3.125,0.1296020382141543,0.4006410256410256,3.474826290998546,9.375,-7.03125,0.0485085287645022,30.025641025641026,6.015275202555834,43.0,25.0,0.2582619454650105,58.52187061538461,3.4145532146984645,63.92157,53.333332,0.5870740473379538,48.63750541025641,1.446446799256856,53.333332,47.450981,0.1217913808098077,16.410257,1.5015008093502735,24.313726,16.078432,0.1865205328258301,32.13675233333332,1.651448434085098,40.392159,31.764706,0.1993064176922321,17.043741102564105,1.3309214282006558,21.568628,16.078432,0.115027994843072,0.0,0.0,0.0,0.0,0.0,101.0,0.0,101.0,101.0,0.0,0.1206636666666666,0.6307566164489042,3.921569,0.0,0.0828486415935491,4.410256410256411,3.159929618786076,8.0,0.0,-0.254880663411316,460.17435712820526,98.62879427899654,541.0,177.5,6.566636383048521,334.06153712820515,114.44069862984362,422.600006,31.599998,3.749641400682232,13.855615384615382,0.1859000319051832,14.218,13.457,0.0071331639543993,15.203619846153847,12.42666798823276,45.490196,0.0,-0.2594575597910485,0.0,0.0,0.0,0.0,0.0,7196.051282051282,7.096881145778119,7209.0,7186.0,-0.7800749926800716,0.0,0.0,0.0,0.0,0.0,255.0,0.0,255.0,255.0,0.0
live16,17.818181818181817,15.657702141873704,37.0,3.0,-0.5340694464622558,17.647059181818182,2.0149377476425334,20.784313,16.470589,-0.4738014447188688,27.20142590909091,0.1978535067576276,27.450981,27.058823,0.0052416876362052,87.0909090909091,0.8312094145936335,88.0,86.0,0.2063053900915265,-2.698863636363636,0.7298427601514277,-1.5625,-3.125,-0.1716184803138152,-0.5681818181818182,2.1278390126220463,1.5625,-3.125,0.1089641144849568,28.454545454545453,1.6949121725703882,31.0,27.0,-0.3428737469126811,58.64527627272728,3.8915078422228855,63.137257,53.333332,-0.6013108380066652,48.55614909090909,1.5960173919577092,53.333332,47.843136,-0.1918907615865297,16.82709509090909,2.483034566933189,24.313726,16.078432,-0.3015101101264189,32.5490199090909,2.60127495431146,40.392159,31.764706,-0.3158678128723151,16.862745727272724,1.3006367233773688,20.784313,16.470589,-0.1579338149063011,0.0,0.0,0.0,0.0,0.0,101.0,0.0,101.0,101.0,0.0,0.3565062727272727,1.1823975420444757,3.921569,0.0,-0.1435762586081747,1.0,0.8944271909999159,2.0,0.0,0.0831032979805288,513.5272661818182,12.635989027024843,530.5,501.299988,-0.2062761133226419,404.27272727272725,14.966368213370812,420.0,382.5,2.651750690106056,13.77963636363636,0.1113312828698857,13.886,13.593,-0.0099761731802992,22.709447545454545,4.517315144180807,28.627451,18.039215,0.2406041547290486,0.0,0.0,0.0,0.0,0.0,7197.636363636364,2.9418608829354005,7201.0,7194.0,0.7153857329652862,0.0,0.0,0.0,0.0,0.0,255.0,0.0,255.0,255.0,0.0
live16,16.404761904761905,14.898124818669622,42.0,0.0,0.9351929953785584,16.769375,0.6918717441623443,18.82353,16.470589,-0.0058516424031451,28.272642023809524,5.014441332316703,42.745098,22.352942,-0.018048778515674,82.54761904761905,9.63024296467398,88.0,63.0,-0.4848110439214154,-2.492559523809524,1.361260511179741,0.78125,-3.125,0.0867261473394029,1.6555059523809523,3.792954496894537,9.375,-3.90625,-0.012103049671508,28.476190476190474,4.920034182104613,43.0,23.0,-0.0679552825727931,56.63865540476189,2.9411998142595053,63.137257,52.156864,0.2603321528518624,48.49673209523811,0.7874955875600361,50.980392,47.843136,-0.0020871470899223,16.078432,0.0,16.078432,16.078432,0.0,31.764706,3.5957784472449385e-15,31.764706,31.764706,0.0,16.788049095238097,0.688766843880683,18.82353,16.470589,-0.0120386996305217,0.0,0.0,0.0,0.0,0.0,101.0,0.0,101.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5476190476190477,3.6772363758032713,6.0,-8.0,0.0475924583892603,501.80000085714295,25.408998173782575,531.900024,454.200012,0.0645673853611461,366.4404754761905,81.89124217103314,420.899994,199.699997,-2.8208786683138274,13.78952380952381,0.2080135124709437,14.082,13.203,0.008793983819039,14.967320380952382,12.481861485458234,32.941177,0.0,-0.3165376371757984,0.0,0.0,0.0,0.0,0.0,7199.333333333333,6.194673820294124,7207.0,7188.0,-0.4557280838272901,0.0,0.0,0.0,0.0,0.0,255.0,0.0,255.0,255.0,0.0
