,TTF_years,TTF_years,TTF_years,TTF_years,TTF_years,TTF_years,TTF_km,TTF_km,TTF_km,TTF_km,TTF_km,TTF_km,severity_score,severity_score,severity_score,severity_score,severity_score,severity_score
,count,mean,median,std,min,max,count,mean,median,std,min,max,count,mean,median,std,min,max
severity_stage,,,,,,,,,,,,,,,,,,
0,5938,3.7351103692084653,3.7326010858316208,0.0392184317250532,3.247471858460046,3.899302647013988,5938,56026.65553812698,55989.016287474304,588.2764758758018,48712.07787690069,58489.53970520982,5938,0.0007092514117815498,0.0,0.009581963926376082,0.0,0.1986780520017927
1,112,2.6889924507849434,2.6756520495033995,0.19072992964429794,2.354142834050748,3.052457351969616,112,40334.88676177415,40134.780742551,2860.94894466447,35312.14251076122,45786.86027954424,112,0.3240188214531775,0.3336330149588653,0.07537246183218058,0.2002643976129801,0.4479784125132052
2,113,1.8774606528180495,1.8876464222446383,0.16502860403276845,1.4980316586076716,2.1818396522020294,113,28161.909792270748,28314.696333669577,2475.4290604915273,22470.474879115078,32727.59478303044,113,0.5555344005494751,0.5442565130913877,0.0709858049565872,0.453187843410354,0.6989982354673933
4,35,0.8124750757093729,0.8398979799130486,0.16907158224602897,0.3525668531330761,1.0834502097272534,35,12187.126135640594,12598.46969869573,2536.073733690434,5288.502796996142,16251.7531459088,35,0.790007509847762,0.7739816958350757,0.0660030703138713,0.7008689513005738,0.9921267370198286
