Model,Target,CV_R2_mean,CV_R2_std,Train_MAE,Train_RMSE,Train_R2,Test_MAE,Test_RMSE,Test_R2,Overfitting_Gap
Ridge_Regression_TTF_years,TTF_years,0.7461322664987229,0.02600740285160389,0.06745893144452218,0.17693052291212644,0.7565166859763282,0.06254570696157617,0.16543034740145807,0.7898347841985726,-0.03331809822224441
Random_Forest_TTF_years,TTF_years,0.8734702758314811,0.00888220313593616,0.01205108559078469,0.058025060615668214,0.9738124488990604,0.024649631779205317,0.126474327364645,0.8771612944569052,0.09665115444215522
Ridge_Regression_TTF_km,TTF_km,0.7461322664987229,0.026007402851603918,1011.8839716678293,2653.9578436818965,0.7565166859763282,938.1856044236395,2481.455211021871,0.7898347841985727,-0.03331809822224452
Random_Forest_TTF_km,TTF_km,0.8729202557010545,0.0090728868997259,180.53585898909833,870.4878961548654,0.9738057096227996,374.72404617092644,1927.4459950474857,0.8732020029537231,0.10060370666907648
