Model,CV_F1_macro,Train_Accuracy,Test_Accuracy,Train_F1_macro,Test_F1_macro,Overfitting_Gap
Stacking Ensemble,0.6535120028030912,0.9310897435897436,0.8782051282051282,0.866544393354151,0.6535120028030912,5.288461538461542
