gbr_best_params,gbr_cv_r2,rf_best_params,rf_cv_r2,stacking_cv_r2_mean,stacking_cv_r2_std,final_r2_original,final_mae_original,final_rmse_original,final_mape_original,n_features_selected,model_type
"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_split': 2, 'n_estimators': 100, 'subsample': 1.0}",0.8997582371208667,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 150}",0.9349127168436558,0.9349127168436558,0.0,0.9427212603343289,0.015794974157721298,0.024111714333063212,24.82586073333592,50,Stacking_Ensemble
