Model,Train Acc,Test Acc,Precision,Recall,F1,CV Mean,CV ±2σ,Overfitting Gap
XGBoost,0.9977544910179641,0.9640718562874252,0.8,0.6666666666666666,0.7272727272727273,0.9588314536670135,0.00731620412425053,0.033682634730538896
